Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Wei_Ying6983,4,"The interior of the restaurant is done up really well and I really like the cozy ambience. Overall, I enjoyed the food and I highly recommend the crab gratin with mentaiko. I also ordered the chef's selection grilled skewers and all of the skewers tasted More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Maxiphan,5,"Pork jowl, tempura prawn with the ginger sauce, salmon and kani mentai so far the best. Must try. Found it accidentally and feeling amazed."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Nathanael L,5,"Charming little slice of Japan in the Singapore CBD! Excellent sashimi, kushiyaki and sake. Chatted with one of the owners Mario who is clearly very passionate about sake. We will be back, but either come super early or book in advance."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",jannatee31,5,"Very nice ambience and premium quality food:) I ordered the Buta Shogoyaki Don: pork was tender and well marinated. Good and prompt service too, will definitely come back again!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",ellysyalee,4,"Enjoyed the selection of food available! Totally recommend pork jowl and the baked crabmeat!! Would go back and try more next time~ 

Also loved the ambience and energy in the restaurant :)"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",lsharrr,4,Went with one of my friend and we ordered the 2pax set that included around 7 dishes which was filling and came with a sake of the day. The food tasted amazing! The sake in the set goes well with the food as well as More
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",wagahahaz,5,"Ordered the 2pax set where the set included a lot of dishes which was filling and at the same time allowed us to try abit of everything on the menu. The food tasted amazing with the skewers having the barbeque flavour, karaage really crispy and More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",domoeats,5,"Staff were warm and welcoming. Patient in going through the menu with us, especially the sake. Extremely satisfied with the Gyu Ponzu and also the skewers! Highly highly recommend the pork collar and both pork belly skewers!! Round off your meal with a warm and More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",ying_yinnn,5,Visited the restaurant on Friday evening. I enjoyed the cozy and romantic atmosphere of the restaurant. Quite casual and we joked around with the service crew. Would be a great place to hang out with friends!
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Joshuahuangyh,5,"Visited the restaurant on a weekday evening with my partner. Really liked the cozy atmosphere and unique Japanese decor in the restaurant. 

We were greeted by warm and friendly staffs. They were helpful and very attentive to our needs. 

Recommend the grilled skewers! We orders More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Pearlyn T,5,"Strong Japan vibes during this travel ban!! Loved the decor. It was a very pleasant date night to enjoy some Japanese food and very welcoming staff. 

We had nicely done skewers - 5 sticks of the chef’s selection (chicken thigh, wings, meatballs, shiitake, bacon asparagus) ."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",sherricsw,5,Met an old friend for a catch up session at ShuKuu and was very happy with the food and ambience. The place was nice and would probably try out their drinks the next time round. Especially enjoyed the Mentai Rosti and Ikura Don. The service More
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Junsianchee,5,"Shukuu's Experience Platter

Comes with Agedashi Tofu, Gyu Ponzu, Aburi Shimesaba, Changed the oyster to Kawa Ebi-age, Tori Kara-age, 5pcs Kushiyaki and also sake of the week!

The food were fantastic, so much umami! Especially the Gyu Ponzu, so much layers between the beef and More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",nadthebird,5,"Had the Shukuu's Experience Platter for 2 pax during dinner time, and the menu paired really well with the Sake of the week. The assorted charcoal skewers had a good variety, and the tori kara-age was crispy on the outside but tender and juicy on More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",baybayyy26,5,"Love their food and sake! Staff’s recommendation for their food and sake pairing are perfect! Just tell them your preference and they’ll recommend something in layman’s terms so it’s easy for you! Food recommendations: Parmesan chips, skewers, Gyudon, oden soup!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Eletses,5,"Visited the restaurant for dinner and I am in love, with the Tako Wasabi appetiser. Great for fans of wasabi. The negitoro don had generous portion of tuna and roe, which I really enjoyed. Service was great despite the steady stream of customers. Would recommend."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",justjane_tjjj,5,"I really enjoyed my time here, great place for a date :) 
I ordered the sawanotsuru ume drink and the spicy salmon don. 
The salmon tastes really fresh. The amount of spiciness is just nice. The rice is perfectly cooked to the right point of More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",josephneedsfood,5,"Authentic Izakaya experience! Great ambience, great service and of course, great food. 

We started out with a ""Tako Wasabi"" which came in a petite bowl. Despite its appearance it packed a flavourful wasabi punch and whetted our appetites for the upcoming dishes

Our ""Dons"" (Rice More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",AiGeok,5,"Family outing. Ordered a few dishes to share. Special mention the following dish.

The Rosti Mentai (Swiss style potato shreds with mentaiko) is unexpectedly good. Thinly shredded potatoes, still crunchy, topped with mentaiko. The cod roe mayonnaise is a tad salty for my taste but More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",teejiongg,5,"The service was good! I like the minced geso renkon (lotus root with squid) the most, the crunchiness of the lotus root complements the chewy texture of the squid, and the savoury sauce brought out a burst of flavour in my mouth. The rosti mentai More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Zhou J,5,"Heard about the place from a work friend who strongly recommended it. Was not disappointed! 

I ordered the salmon sashimi, the maguro sushi, and some skewers recommended by the staff. The food was fresh, which was especially important for Japanese cuisine such as sashimi. The More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",bubblerin,5,"Lovely atmosphere, food and service! The sashimi was so delicious and creamy, and the drinks were amazing too! I loved the skewers as well, especially the salted mushrooms! Would definitely come back again :)"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",hongquan448,5,"Went on a Tuesday night after a tiring day. Ordered beef donburi, chicken liver, and potato rosti.

The beef donburi is lovely, the beef is grilled to the perfect state of tenderness and juiciness, and the dash of soy sauce on the rice is just More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",casualcait,5,"I was invited to Shukuu Izakaya with my friends after a long day of work. We had a fantastic time! Having visited Japan, I was impressed with the amount of detail that was present in the food and ambience of the restaurant. It rekindled my More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",carrisalhx,5,Loved the ambience of the place - interior was well decorated and extremely cozy. The food did not disappoint as well. Menu offered a variety of options that left us spoilt for choice! Be sure to try out the chicken bites and rosti mentai as More
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",trip1932020,4,"Had an amazing experience at Shukuu Izakaya last week with a group of friends. The food was novel and wonderful, and the sake was a must try. Really loved the atmosphere and would definitely recommend coming here for a great meal."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",manisrice,5,"This was my first time visiting Izakaya and I cannot express how much my friends and I enjoyed ourselves! Everything, from the food to the ambience was absolutely beautiful. The decor was a lovely, understated, rustic aesthetic with soft, warm lighting. I really loved the More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Kelvin1303,5,"Reasonably priced. The grilled beef with fishroe was filled with umami. The skewers were well charred. If you are a pork lover gotta get the pork belly skewer, the fats melt!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Kevkingkong,5,"Fresh, meaty and delicious sashimi! Thought I could only taste this in Japan but I was wrong! Good ambience."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",tanjingchee,5,Had dinner with friends here. We’ve ordered a number of dishes and i really love their mini don (sliced beef & spicy salmon) and charcoal skewers! Will definitely revisit and recommend to my friends.
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",aggressivedumpling,4,"Ordered the tako wasabi which was definitely a wonderful choice of starter to whet the appetite with. The kick of spice coupled with the freshness of the raw octopus made for a delectable combination.
The wagyu skewer albeit being on the pricey side, was worth More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Kingsley2308,5,"Ordered a mini beef don, 3 skewers, as well as the wasabi marinated octopus-my personal favourite especially because i love wasabi. Would also recommend the wagyu skewer, totally melts in your mouth, super good. Pork skewers were definitely tasty as well. Would definitely come again"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Teedesiree,5,"Had a mix of sushi, grilled yakitori and other side dishes. They have some interesting dishes like the squid stuffed lotus root and giant grilled squid, rarely seen in local Japanese restaurants. Superb ambience for large gatherings, service was great as well, would definitely return!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Shawnkoh247,5,"Skewers are great for appetizers, pork slices melts in the mouth and perfect ambience for gathering with friends and family. Just remember to make reservations as the place is so packed!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",CherylC1371,5,Nice chill out place with your friends/colleagues over a wide selection of food and in-house speciality sake.
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",jerrysimch,5,Cool hangout for some after work drinks. Nice theme. Good knowledge of saké. Ordered the 2 pax course.
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Compass563318,5,"The skewers are great. Service was not bad, had mosquitoes but the waiter attended to us promptly with mosquito patch and cream for bites."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",elwwwwww,5,First Izakaya experience and won't be the last! One of the best salmon sashimi I've had  salmon mentai and mentaiko rosti are also must-trys! :-) The black ink squid tempura was also not bad if you want to try something different from the usual prawn/vege More
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",lovesickfanatic21,4,"Decided to try ShuKuu Izakaya after a recommendation by a friend, and the place did not disappoint.

I love Japanese food, and ShuKuu served tasty Japanese food in small portions, so it's almost like ordering bar bites or tapas. That was actually a great idea More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Pianofohano,5,Great place to get over the  monday blues. Their torched scallops and iberico pork jowl simply melt in your mouth and is a must try. I paired my meal with a glass of their premium sake. Highly recommended.
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Sebbiecool,4,"Awesome food and really nice and authentic japanese vibes!! If you are a mentaiko fan, the mentaiko rosti is a must have!!!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Benjamin L,5,"Very easy place to get to, just a few minutes walk from the nearest MRT station. It's also situated very conveniently in the heart of the city area. We were warmly welcomed and seated promptly and the whole experience was pleasant throughout. There's a lot More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",lydiagraceyy,5,"Nice cosy restaurant that is perfect to grab drinks and dinner after work. Food was great, really liked the Gyu Ponzu and Udon!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",linghuiteoh,5,"Went on a date with my husband and ordered Gyu Ponzu, Maguro Yukke, 2 mini dons, yakitori (pork and beef), mentaiko rosti and pork inigiri. The Gyu Ponzu, Maguro Yukke, pork yakitori and mentaiko rosti really impressed me :) recommend for casual and small gatherings!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Chrystal O,4,"We went on 27th July in the evening and ordered the quote a few dishes. The highlights were definitely the charcoal skewers, especially the black pork collar and tochigi wagyu beef. The salmon sashimi was fresh and they provided thick slices. The waiting time for More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",nerb6,5,Food was quite tasty especially the charcoal grilled sticks. My favourite is definitely the wagyu skewer! Service was very good as well! Overall a pleasant experience and will return again!
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",juunhong,4,"Visited Shukuu for the first time with a friend on 28.07.20 and it was a thoroughly enjoyable experience. From the get-go, the staff were very hospitable and welcoming and the moment I stepped in, we were engulfed in a relaxed ambience that felt especially comforting More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Clementtseng1997,5,"Visited this place yesterday & first thing that stood out to me was the ambience of the place. It felt like an authentic Japanese restaurant/bar & the food served was delicious! The dish that stood out for me was the Gyu Don, the beef was More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",ellsonchow,4,"food was tasty and staff were very friendly. had a good meal! loved the sake scallops the most, highly recommend"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",kassongg97,4,"great ambience and service! a good place for grilled skewers~~~ had the pork belly and wagyu beef skewers, really seasoned to perfection!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",shiyunnn,5,"Mentaiko with potato strips is such an amaZing combination!! I love their wagyu beef skewer too, where their beef is so juicy and every bite melts into my mouth.. yums!!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",genevilim,5,"Would definitely recommend this place for a nice dinner and a couple of drinks! It was such a nice cozy place that made me feel like i was back on the streets of Tokyo. Not to mention that the food was great!

The food may More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",chiyuii,5,"Located at an accessible location, ShuKuu Izakaya & Sake Bar has a great selection of food, yet the food quality is not compromised! My personal favourite has to be the Wagyu Skewer; it literally melts in your mouth! Coupled with the fantastic ambience and friendly More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",keliciaong,5,"Highly recommend this place for good Japanese food, alcohol and an authentic Izakaya ambience! My favourites were the wagyu beef skewer and the salmon sashimi. The beef skewer had a melt-in-the-mouth texture and a rich tantalising beef taste. The salmon sashimi was so thick which More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",Gennybongx,5,Let’s start with the star of the show 😍: ROSTI MENTAI. Can I just say that I have never tried Mentaiko with rosti before and this blew my mind at how well it gelled together. The mentaiko wasn’t too jelak(thank God) & the rosti strips More
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",tiffanychm,4,"Authentic skewers with great taste! I tried the meatball, Iberico and pork belly (salt and teriyaki flavours) skewers. All were perfectly tender, with just the right amount of charredness. The chicken skin was extremely addictive, and the grated radish gave a refreshing bite to it ."
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",chiaperry96,5,"Skewers are very delicious. Seasoning are added to the perfect proportion such that it doesn't mask the taste of the meat.
I love the traditional japanese bar ambience which makes me feel like I am in Japan. Very relaxing vibe!"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",teasathesh,5,"Shukuu Izakaya is so much more than a bar, in fact i think saying its just a bar would be an insult to them. There is a nice calm homely environment as soon as you get into the bar and which nice J-pop/ J rock More"
ShuKuu Izakaya & Sake Bar,"Japanese, Bar",kausalyavk,4,"I especially loved their Gyu Ponzo, which is their lightly seared fillet beef with ponzu! The atmosphere is great for any kind of event or occasion, even if you want a meal by yourself. They had a range of different tasting options, such as Kani More"
The Line,"Seafood, Asian",emikosmum,5,We had our 3rd wedding anniversary celebration at The Line restaurant. We were welcomed warmly and promptly by the staff. Menu can be ordered online and the delivery of dishes was efficiently and conveniently done. The variety of dishes was commendable and the taste was very satisfying. Special thanks to Nelson for being so attentive to the needs of our toddler. He gave our daughter some crayons and colouring book to work on. We were even given a chocolate log cake to cap off our anniversary dinner. That’s so thoughtful of them!😊 Thank you so much for making our dinner date truly special!💕More
The Line,"Seafood, Asian",Chiajenny,5,"Stay 2D1N at Shangri-la on 7th-8th Nov and tried out the dinner buffet at The Line. I informed the service crew, Ameen, that my elder daughter has gluten and yeast allergy - he is very careful and merticulous to check every food item and highlight to us possible allergens in certain dishes even if minimal so my daughter wanted to eat so that she can in peace and we can be assured too. We are touched by him going the extra mile for us and the kitchen chef/crew for checking for us. Despite him wearing a mask, we can feel his friendliness and warmth in his service and must praise him for his excellent service. 

We had a hoo-ha episode when my daughter vomited and we felt really bad to soiled the napkin and dirtied the glass, but both Ameen and Eugene assured us that we need not worry about the mess and helped us with the mess. Eugene even thoughtfully got my girl a cup of warm water for her to drink after we came back aftermath cleaning her up. 

As the hotel staff knew we were celebrating mine and my younger daughter's birthday, they even prepared a birthday cake and sang us a birthday song. 

Greatly appreciate these thoughtful little gestures that make our dining experience a great and memorable one. Highly recommended to dine here for the excellent service! 

Well done, Ameen and Eugene, keep up the wonderful work and your positive attitude! May God bless you both and the rest of the service and kitchen crew!More"
The Line,"Seafood, Asian",918aditia,5,New was our server and she was fabulous!  We had a great time with our friends :) food spread was good although can have a few more vegetarian options
The Line,"Seafood, Asian",CheeCJ,5,Seafood is great! Service is efficient! Thanks for serving us Aunty New! There is also a little surprise if you are dining there to celebrate birthdays!
The Line,"Seafood, Asian",tanshenchin,3,"Reservation service is tip top no glitch on that.
Dinning Experiences: 

Food menu is quite limited especially Japanese Cuisine. If you have been to the Line before Covid, you will notice the selection of food is a lot less this time round. 

Due to Covid safety rule, diners are to order their food from phone apps and the waitress will serve you the food. The phone app is easy to use but still got room of improvement  The food is served promptly probably there are a lot less diners around on the Tuesday night.
 
One big disappointment is that you need to pay for extra for the drinks. For a Can of Coke 320ml it is S$8. 

Dessert selection is decent enough. 

For the current limited food range selection, the pricing does not justified for it.  I will not recommend to visit THE LINE for buffet  till they improve the food menu."
The Line,"Seafood, Asian",Mdfahd7,4,Good selection of seafood.. would be better if we can select the seafood instead of telling the staff to remove certain seafood from the platter. friendly staff and took the extra mile of advising non-halal food on the menu.
The Line,"Seafood, Asian",csho88,5,"Did a one day staycay to celebrate my son’s 1st birthday. Service was immaculate- from check-in, to the play areas, to the restaurant. Fantastic place for families -
kids can play at the Buds and Splash Zone. Auntie New at The Line was very helpful .Thanks everyone !More"
The Line,"Seafood, Asian",dunnocs,5,"Staff by the name of New at The Line is attentive to our request during breakfast. Upon hearing my son is celebrating his birthday, she gave my son a little surprise with a birthday cake. It’s really a nice to receive such gesture to beginning of the dayMore"
The Line,"Seafood, Asian",yilinteo94,5,"Special thanks to Auntie New for making the effort to check in with us by always asking what food do we wish to have! 

Great ambience at the line as well with a good variety!"
The Line,"Seafood, Asian",JesEe2406,5,We greatly enjoyed the food and the wonderful service. Especially New who is really friendly and provided great service to us. Thanks so much. :)
The Line,"Seafood, Asian",DCT03,5,"Great ambience. Good food. Great service. 

Family friendly establishment. Special thanks to the manager who gave us a spacious area for our baby to play in. 

Another special thanks to AUNTIE NEW. She was so friendly and made our Saturday lunch visit absolutely wonderful! She More"
The Line,"Seafood, Asian",BluemoonVoyages,5,"Overall, kudos to Auntie New for her splendid service, always asking ask if we need anything, recommending us the good food: laksa, durian cake n etc. The ambience is rather nice too if u manage to get the brighter corner near the outdoor area. Spread More"
The Line,"Seafood, Asian",wilsonsee85,5,"Great place for family with kids. Friendly service team, especially Aunty New who attended to our table. Thank you!"
The Line,"Seafood, Asian",Weichye22,5,Great service from Aunty New! And the food is good. Will recommend the line to my friends and family.
The Line,"Seafood, Asian",DaynaY6,4,It was delicious. Classic food done well. Came here more than 10 years ago but am not disappointed. Thanks got a splendid birthday celebration!
The Line,"Seafood, Asian",DarenL39,4,"Good spread of food. Friendly service, can clearly feel their smile under the mask. Hygienic as well"
The Line,"Seafood, Asian",mapkoh,4,"Very good service by Chew!
The food is great!
Will definitely recommend to friends and come back again!"
The Line,"Seafood, Asian",euniceleng,3,Would like to commend the very attentive and meticulous service from Ms New and Fabian. Food here was hit and miss and some items were served lukewarm instead of piping hot. Variety of food was also lacking.
The Line,"Seafood, Asian",Wangahyi,5,Came here for buffet lunch on a weekday. Spread isnt as fantastic as dinner but overall still good. Excellent service by New and Fabian!
The Line,"Seafood, Asian",audreygowhere,4,"Dining in during Covid period is so different. You order online via a QR code and your food is served to you in little dishes in limited quantities. So if you like a particular dish, you will need to repeat your order.

Variety of food More"
The Line,"Seafood, Asian",FoodieLeeLian,5,Amazing food and fantastic service by our server Ling Ling. Food was served very quickly and plated beautifully!
The Line,"Seafood, Asian",Lanceleepr,5,Food and service is good. I would eat here again. Especially waitress Auntie Wan is service is exceptional.
The Line,"Seafood, Asian",Angelwarriors,5,"Lunch for 4 at the Line the food was pretty decent with a nice variety of Asian, local and western delight. But the top attraction for me was the service. ""New"" (the name of the service staff) was very attentive and friendly. Impeccable service!"
The Line,"Seafood, Asian",MinDay1005,4,"Their food is pretty decent, and they have some vegetarian options too! (Hope they can come up with a few more vegetarian options!) And not forgetting service is not bad too! We’ve met this waitress New and Ling Ling, they are both very friendly and More"
The Line,"Seafood, Asian",F00die8262,5,Auntie New is friendly and nice ! The food is good and has a decent variety. Will come back for the food again.
The Line,"Seafood, Asian",DanielimSKG,5,Thank you Bikash and Ling Ling for their tremendous good services. They are very friendly and polite.
The Line,"Seafood, Asian",188Wil,4,"1st time visit, came through friend's recommendation, some told me standard drop, some told me its still good. However i decided to try.

I felt overall average for the food, i wanted to write this review mainly because of the staff attended to us was More"
The Line,"Seafood, Asian",Yipigo,5,"It’s our first time dining at The Line. Awesome service received from New, a helpful servant who made our day! She is very friendly and approachable towards our special request. Never get tired chit chatting with her.

Besides the thumbs up service received, food was More"
The Line,"Seafood, Asian",jocelynttt,5,Pleasant stay with many child friendly facilities. Enjoyed breakfast at The Line with a large spread on it's a la carte buffet menu. Met a very pleasant Aunty New who was very friendly and kids loved her. Overall a great experience.
The Line,"Seafood, Asian",addykang,3,"Things have changed a little due to covid - we are no longer able to collect the food on our own but we have to order through a platform - which is quite buggy (sometimes you can’t add/confirm, items go missing etc) and serving can More"
The Line,"Seafood, Asian",leel199444,5,"Food quality was great, I especially love the seafood and the dessert selection. Although we were served rather than choosing it ourselves, the portion was just right for one person without too much wastage. 

We were served by Aunty New and may I just say More"
The Line,"Seafood, Asian",EdmundQuek,4,"Just came over for day 2 of staycation from Ritz Carlton (Premier Suite) , the GR at Shangri La is alot better! We were pleasantly welcomed by a set if beautiful swan towels, wedding celebration cake and room upgrades and a nice card and call More"
The Line,"Seafood, Asian",AlvinT696,5,"I would like to give my warmest compliments to Mr. Bikash for providing me with excellent customer service when i dined at The Line with my friend for Christmas Buffet on 25 Dec 2020. 

Mr. Bikash had earnestly waited and catered for our needs to More"
The Line,"Seafood, Asian",Mizapie,4,"Great variety of food, portion size is small for you to have a little taster of everything. (Order multiple servings if you have a favorite!) I enjoyed the sashimi, laksa, and especially the desserts! The little cakes and chocolate mousse were fantastic. Thank you to More"
The Line,"Seafood, Asian",IanLLL9,5,Great service from New and Mugilan! Food was great! Service was prompt! SHANG-TASTIC SERVICE AND FOOD!
The Line,"Seafood, Asian",KY_Tng,5,"Food selection is luxurious. And food quality is shang-tastic!

Special thanks to Staff Mdm New and Mr Mugilan."
The Line,"Seafood, Asian",Lynnohhhh,5,"Awesome service provided by Shangri la staff. Especially Grace, she was helpful and attentive.Had a superb breakfast experience will my boy and family. Will definitely come back again! Thanks for an awesome experience!"
The Line,"Seafood, Asian",xin_k88,5,"We were here for a staycation, and dined at The Line for lunch and the complimentary breakfast. Food is good, and the service was excellent. Our servers Grace and Alice were especially friendly and went above and beyond to accommodate our needs as we had More"
The Line,"Seafood, Asian",bipengl,5,"We were at the Line for a family lunch, the service staff by the name, ""Ling Ling"", attended to our table. Her service was excellent, tending to our family's needs and also paying attention and care to what was best for our family. The food More"
The Line,"Seafood, Asian",josephogk,5,"Had breakfast at The Line, great food, best of all, the waitress “New” has served us well, my kids love her lots!"
The Line,"Seafood, Asian",amandakhq,5,The breakfast variety is good and the customer service is even better. Was served by New and she is very attentive towards our needs. Thank you for starting my day well!
The Line,"Seafood, Asian",Experience274607,5,"Been to the restaurant on 17 Jan 21, the waiter Ameen was very helpful and have a good knowledge of the various food served in the line restaurant when I make enquiring about them. He was very polite and helpful towards the customer as well."
The Line,"Seafood, Asian",AlvinChew123,5,I would like to write a feedback commenting on this staff named (Ameen). His service was great and helpful in whatever things we ask from him. We hope to have more staff like this to served the customer to make them have a more pleasant More
The Line,"Seafood, Asian",malsohmt,5,"Came here for a lunch buffet. Can see why this venue is consistently fully booked even during off peak season. this place has a wide selection of food, excellent tasting ones too and to top it off they have a team of excellent service staff More"
The Line,"Seafood, Asian",LLim77,5,"Brought my family over for lunch on a Saturday. We had a great experience from the time we stepped into the restaurant, all the staff are friendly and helpful especially Aunty New, she is very attentive towards us, despite her age, she is so energetic More"
The Line,"Seafood, Asian",Xandreagoh,5,"Was here for dinner with my friends and Afiq was very patient with our requests. He ensure our orders were fulfilled and always check on us to see if we need more food. Despite being a busy Friday night, he held his composure and service More"
The Line,"Seafood, Asian",Chenenbao,5,"Had breakfast buffet with our 2 year daughter and service was commendable and attentive. Special thanks to service crew New who took the initiative to constantly check on us, to ensure our meals are served and daughter is well taken care of. Will visit again."
The Line,"Seafood, Asian",Adrian_Ong272,5,"From the moment we enter the restaurant till the end,the service rendered was impeccable. A shout out to Mdm Chew who was serving our table. She ensured we were well taken care of, paying extra attention to my boy, 17mo. Promptly changed his utensils when More"
The Line,"Seafood, Asian",Eug3n3l33,5,"The food and service was excellent. Thank to all for a great lunch at The Line today , kudos to the team and special thanks to Stacey and Fabian for the warm welcome when we arrive to the restaurant. Will definitely come back again and More"
The Line,"Seafood, Asian",Carmenjwen,5,"Great serving of food, portion was big and definitely good enough despite the lack of choices due to covid. Big thanks to the staff - Ling Ling who attended to us and displayed great service and attention to details. Overall a very pleasant experience. Thank More"
The Line,"Seafood, Asian",ScottSam_78,5,Food portion is generous. Place is clean and service is great! Variety is lacking probably due to Covid.
The Line,"Seafood, Asian",LHP1016,4,"Wonderful service and good food! Definitely will visit again for the good food and service. Server NEW is friendly and approachable, doing her best for the team!"
The Line,"Seafood, Asian",jianfeng82,5,"Good customer service, especially the personnel named New.

Food arrival is superbly fast and taste great. Best breakfast in hotels I have tried."
The Line,"Seafood, Asian",patriciayeo421,5,"We were warmly greeted by Jamir as soon as he saw us coming down the escalator and seated at our son’s favorite sofa seating. 

Waiting time for food is minimal as our food arrived shortly upon placing order via the online menu which comes with More"
The Line,"Seafood, Asian",RTan0099,5,It was our first time dining at Shangri-La Singapore The Line restaurant during the Covid pandemic era.  We were quite concerned that the dining experience will not be enjoyable as the usual food selection process are not what it was like in the pre-Covid world .
The Line,"Seafood, Asian",Baobao66,5,Great food and impeccable service by Aunty Chew! She kept our table clean fast enough and also helped get us fresh Teh Tarik!
The Line,"Seafood, Asian",CelestineAimer,4,"Service really took us by surprise. Especially Bikash who constantly did his rounds for our tables and the tables nearby us clearing the plates as we finish. 
Food was not fantastic but the service made it a pleasant visit. Food was served really fast as More"
The Line,"Seafood, Asian",florence123456,5,Excellent customer service and attention. Desserts were excellent and delicious. Would come here agaib
The Line,"Seafood, Asian",cynest,5,"The a la carte buffet spread at The Line is delectable, has great variety, and intricately plated. The restaurant is well staffed and service is impeccable - food is served and used dishes are cleared quickly. Shout out to Madam Chew for attending to our More"
The Line,"Seafood, Asian",JoycelynT22,5,"Gd spread and sat down to order while food was served to us. Quite gd as we do not have to walk around too much. Staff was quite fast in serving, overall pleasant experience. Just that the staff need to be prompt in clearing the More"
The Line,"Seafood, Asian",Ad2282,5,"Attentive staff, with a pleasant lady called New who was very helpful. Food was decent and we enjoyed ourselves"
The Line,"Seafood, Asian",lindapaopaol,5,"Fresh and tasty food from Shangri-La as usual,went on the 10th of December 2020 for lunch buffet.Due to covid-19,the waiter & waitresses have to fetch us foods and drinks instead of self service.All done within minutes after ordering,excellent customer service.Will recommend this place for casual More"
The Line,"Seafood, Asian",puiisuannn,5,"Excellent buffet Lunch. I would like to compliment aunty new, Angela, eugune, mugilan, Nikki they are very friendly and also provide excellent service, the food here is delicious especially the miso grilled salmon and Angus beef sirloin. The desserts salted caramel choux and creme brûlée More"
The Line,"Seafood, Asian",Navigator172756,5,"Thank you for Mdm Chew ,  Very friendly service during our breakfast at the line. Highly recommended ."
The Line,"Seafood, Asian",239kelvinw,5,The Line is a great place for dinning with a wide variety of food options.  We were here for lunch and the service is outstanding.  Compliments to Bikash and Ling Ling for the awesome service!
The Line,"Seafood, Asian",323foo,4,Good service by Ms New and an enjoyable and delicious breakfast spread at The Line. Look forward to try again
The Line,"Seafood, Asian",shuhan92,5,"The staff “New” was very attentive and friendly. She recommended us dishes to try, and packed my birthday cake. Thank you!"
The Line,"Seafood, Asian",Woobc,5,"Buffet selection is good, but need to order through a web-based menu.  However, customer serivce is excellent especially by Mdm New who is very attentive."
The Line,"Seafood, Asian",josl_53,4,"We had breakfast at The Line during our staycation. The food was good (we love the crossiants and teh tarik) and our server, New, was attentive and helpful :)"
