Restaurant Name,Restaurant Type,Webpage
351. PS.Cafe Harding,"Cafe, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775053-Reviews-PS_Cafe_Harding-Singapore.html
352. Dancing Crab,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8659174-Reviews-Dancing_Crab-Singapore.html
353. HANS IM GLUCK German Burgergrill,German,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12922167-Reviews-HANS_IM_GLUCK_German_Burgergrill-Singapore.html
354. The Clifford Pier,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6871668-Reviews-The_Clifford_Pier-Singapore.html
355. Sabai Fine Thai on the Bay,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d796817-Reviews-Sabai_Fine_Thai_on_the_Bay-Singapore.html
356. Old School Delights,"Singaporean, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13073814-Reviews-Old_School_Delights-Singapore.html
357. Palm Beach Seafood Restaurant,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425144-Reviews-Palm_Beach_Seafood_Restaurant-Singapore.html
358. DB Bistro & Oyster Bar,French,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1964876-Reviews-DB_Bistro_Oyster_Bar-Singapore.html
359. Kailash Parbat,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2141193-Reviews-Kailash_Parbat-Singapore.html
360. The Black Swan,"Steakhouse, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4563252-Reviews-The_Black_Swan-Singapore.html
361. Tatsuya,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d797517-Reviews-Tatsuya-Singapore.html
362. Violet Oon Singapore,Singaporean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17655769-Reviews-Violet_Oon_Singapore-Singapore.html
363. The Blue Ginger Restaurant,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d918996-Reviews-The_Blue_Ginger_Restaurant-Singapore.html
364. Shashlik,"Russian, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877892-Reviews-Shashlik-Singapore.html
365. Pizza Fabbrica,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7253234-Reviews-Pizza_Fabbrica-Singapore.html
366. Man Man Japanese Unagi Restaurant,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11777386-Reviews-Man_Man_Japanese_Unagi_Restaurant-Singapore.html
367. Lime Restaurant,"Singaporean, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4007798-Reviews-Lime_Restaurant-Singapore.html
368. Ciao@,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8795644-Reviews-Ciao-Singapore.html
369. Song Fa Bak Kut Teh 11 New Bridge Road,"Chinese, Soups",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10189729-Reviews-Song_Fa_Bak_Kut_Teh_11_New_Bridge_Road-Singapore.html
370. Din Tai Fung (RWS Branch),"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2322952-Reviews-Din_Tai_Fung_RWS_Branch-Singapore.html
371. Bedrock Bar and Grill,Steakhouse,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1544052-Reviews-Bedrock_Bar_and_Grill-Singapore.html
372. Tandoor,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1018325-Reviews-Tandoor-Singapore.html
373. LONG BEACH UDMC,"Seafood, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d878152-Reviews-LONG_BEACH_UDMC-Singapore.html
374. Butcher Boy,"Asian, Grill",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12863829-Reviews-Butcher_Boy-Singapore.html
376. Riders Cafe,"Cafe, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d917288-Reviews-Riders_Cafe-Singapore.html
377. Jiang-Nan Chun,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1072453-Reviews-Jiang_Nan_Chun-Singapore.html
378. GRUB,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4875862-Reviews-GRUB-Singapore.html
379. La Nonna,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6953979-Reviews-La_Nonna-Singapore.html
380. Asia Grand,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d783680-Reviews-Asia_Grand-Singapore.html
381. The Grand Lobby,"European, British",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3471394-Reviews-The_Grand_Lobby-Singapore.html
382. Sushi Ayumu,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5501223-Reviews-Sushi_Ayumu-Singapore.html
383. Les Bouchons Robertson Quay,"French, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1082130-Reviews-Les_Bouchons_Robertson_Quay-Singapore.html
384. Imperial Treasure Super Peking Duck Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4355672-Reviews-Imperial_Treasure_Super_Peking_Duck_Restaurant-Singapore.html
385. The Ramen House,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424046-Reviews-The_Ramen_House-Singapore.html
386. Boon Tong Kee at River Valley,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3751655-Reviews-Boon_Tong_Kee_at_River_Valley-Singapore.html
387. Brotzeit Vivocity,"German, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d919095-Reviews-Brotzeit_Vivocity-Singapore.html
388. Kinou,"Fusion, Wine Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14797699-Reviews-Kinou-Singapore.html
389. Fat Cow,"Steakhouse, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3588972-Reviews-Fat_Cow-Singapore.html
390. Bar-A-Thym Restaurant,"French, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8621351-Reviews-Bar_A_Thym_Restaurant-Singapore.html
391. Wild Rocket @ Mount Emily,"Asian, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d842933-Reviews-Wild_Rocket_Mount_Emily-Singapore.html
392. Straits Cafe,"Singaporean, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d967078-Reviews-Straits_Cafe-Singapore.html
393. The Populus Coffee and Food Co,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9455083-Reviews-The_Populus_Coffee_and_Food_Co-Singapore.html
394. Muddy Murphy's Irish Pub,"Irish, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1511618-Reviews-Muddy_Murphy_s_Irish_Pub-Singapore.html
395. Botanico at The Garage,"European, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12078866-Reviews-Botanico_at_The_Garage-Singapore.html
396. Dancing Crab,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9586184-Reviews-Dancing_Crab-Singapore.html
397. Bayang,"Asian, Indonesian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3187284-Reviews-Bayang-Singapore.html
398. Les Bouchons Ann Siang,"French, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d808393-Reviews-Les_Bouchons_Ann_Siang-Singapore.html
399. Walking On Sunshine at Orchard Central,"Cafe, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15552878-Reviews-Walking_On_Sunshine_at_Orchard_Central-Singapore.html
400. PS.Cafe Raffles City,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13283809-Reviews-PS_Cafe_Raffles_City-Singapore.html
401. Wee Nam Kee Hainanese Chicken Rice Restaurant,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d786065-Reviews-Wee_Nam_Kee_Hainanese_Chicken_Rice_Restaurant-Singapore.html
402. I am...,"Dutch, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421289-Reviews-I_am-Singapore.html
403. Shahi Maharani North Indian Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1140920-Reviews-Shahi_Maharani_North_Indian_Restaurant-Singapore.html
404. TWG Tea at ION Orchard,International,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338895-Reviews-TWG_Tea_at_ION_Orchard-Singapore.html
405. JUMBO Seafood Gallery (The Riverwalk),"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7737087-Reviews-JUMBO_Seafood_Gallery_The_Riverwalk-Singapore.html
406. Cafe Iguana,"Mexican, Latin",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d774991-Reviews-Cafe_Iguana-Singapore.html
407. Papi's Tacos Singapore,Mexican,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14923574-Reviews-Papi_s_Tacos_Singapore-Singapore.html
408. JUMBO Seafood (East Coast Seafood Centre),"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1062685-Reviews-JUMBO_Seafood_East_Coast_Seafood_Centre-Singapore.html
409. The Spot,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14061793-Reviews-The_Spot-Singapore.html
410. McGettigan's CQ,"Gastropub, Irish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7987899-Reviews-McGettigan_s_CQ-Singapore.html
411. HANS IM GLUCK German Burgergrill,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15520314-Reviews-HANS_IM_GLUCK_German_Burgergrill-Singapore.html
412. Element at Amara Singapore Hotel,"Seafood, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4266208-Reviews-Element_at_Amara_Singapore_Hotel-Singapore.html
413. Best Satay,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4064151-Reviews-Best_Satay-Singapore.html
414. Chop Suey Cafe,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6380649-Reviews-Chop_Suey_Cafe-Singapore.html
415. Prive Wheelock,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11962005-Reviews-Prive_Wheelock-Singapore.html
416. elemen,"Asian, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8692484-Reviews-Elemen-Singapore.html
417. Ya Kun Kaya Toast,"Cafe, Fast food",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5788618-Reviews-Ya_Kun_Kaya_Toast-Singapore.html
418. PS.Cafe Paragon,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425234-Reviews-PS_Cafe_Paragon-Singapore.html
419. TungLok XiHe Peking Duck,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8855212-Reviews-TungLok_XiHe_Peking_Duck-Singapore.html
420. Newton Food Centre,"Chinese, Indian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d804587-Reviews-Newton_Food_Centre-Singapore.html
421. The Banana Leaf Apolo,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1093872-Reviews-The_Banana_Leaf_Apolo-Singapore.html
422. Dabbawalla,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7264540-Reviews-Dabbawalla-Singapore.html
423. Copper Chimney,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1087910-Reviews-Copper_Chimney-Singapore.html
424. Ng Ah Sio Pork Ribs Soup Eating House,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338769-Reviews-Ng_Ah_Sio_Pork_Ribs_Soup_Eating_House-Singapore.html
425. Ellenborough Market Cafe,"Chinese, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2332278-Reviews-Ellenborough_Market_Cafe-Singapore.html
426. The Boiler (Esplanade),"Seafood, American",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14771436-Reviews-The_Boiler_Esplanade-Singapore.html
427. La Salsa,"Mexican, Latin",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3179095-Reviews-La_Salsa-Singapore.html
428. The Sampan Asian Kitchen & Bar,"Asian, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15234640-Reviews-The_Sampan_Asian_Kitchen_Bar-Singapore.html
429. Chinatown Food Street,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338672-Reviews-Chinatown_Food_Street-Singapore.html
430. Wild Honey,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3589345-Reviews-Wild_Honey-Singapore.html
431. Marche Movenpick VivoCity,"Swiss, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d918768-Reviews-Marche_Movenpick_VivoCity-Singapore.html
432. Ristorante Takada,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7291472-Reviews-Ristorante_Takada-Singapore.html
433. Min Jiang Goodwood Park Hotel,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1528925-Reviews-Min_Jiang_Goodwood_Park_Hotel-Singapore.html
434. Two Chefs Bar Mexican & Italian,"Italian, Mexican",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11844142-Reviews-Two_Chefs_Bar_Mexican_Italian-Singapore.html
435. Chatterbox,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d940426-Reviews-Chatterbox-Singapore.html
436. Si Chuan Dou Hua Restaurant,"Deli, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1469408-Reviews-Si_Chuan_Dou_Hua_Restaurant-Singapore.html
437. Jaggi's Northern Indian Cuisine,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d785338-Reviews-Jaggi_s_Northern_Indian_Cuisine-Singapore.html
438. Vatos Urban Tacos,"Mexican, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9819570-Reviews-Vatos_Urban_Tacos-Singapore.html
439. Lucca's Trattoria,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10529186-Reviews-Lucca_s_Trattoria-Singapore.html
440. Meatsmith,"American, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7991669-Reviews-Meatsmith-Singapore.html
441. Alchemist Beer Lab,"International, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12018144-Reviews-Alchemist_Beer_Lab-Singapore.html
442. The Carvery,Contemporary,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8649766-Reviews-The_Carvery-Singapore.html
443. Boon Tong Kee at Balestier,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d782754-Reviews-Boon_Tong_Kee_at_Balestier-Singapore.html
444. Sun With Moon Japanese Dining & Cafe,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425485-Reviews-Sun_With_Moon_Japanese_Dining_Cafe-Singapore.html
445. Whole Earth,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1746501-Reviews-Whole_Earth-Singapore.html
446. Yummy Punjaby,"Bar, Indian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3136126-Reviews-Yummy_Punjaby-Singapore.html
447. Muthu's Curry - Little India,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425488-Reviews-Muthu_s_Curry_Little_India-Singapore.html
448. Etna Italian Restaurant,Italian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3447378-Reviews-Etna_Italian_Restaurant-Singapore.html
449. Triple Three,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2175854-Reviews-Triple_Three-Singapore.html
450. La Strada,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6206945-Reviews-La_Strada-Singapore.html
451. Brunches Cafe,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7809253-Reviews-Brunches_Cafe-Singapore.html
452. HolyCrab,Chinese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12550070-Reviews-HolyCrab-Singapore.html
453. El Teatro Tapas,"Spanish, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18936469-Reviews-El_Teatro_Tapas-Singapore.html
454. One-Ninety Restaurant,"French, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1118967-Reviews-One_Ninety_Restaurant-Singapore.html
455. Seasonal Tastes,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6481796-Reviews-Seasonal_Tastes-Singapore.html
456. Bistro Du Vin,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2201536-Reviews-Bistro_Du_Vin-Singapore.html
457. Chopsuey Cafe,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11860384-Reviews-Chopsuey_Cafe-Singapore.html
458. Salt tapas & bar,"Bar, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2685895-Reviews-Salt_tapas_bar-Singapore.html
459. Mondo Mio,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d800676-Reviews-Mondo_Mio-Singapore.html
460. Shinji by Kanesaka,"Japanese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5501964-Reviews-Shinji_by_Kanesaka-Singapore.html
461. Margarita's Dempsey Hill,Mexican,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d796935-Reviews-Margarita_s_Dempsey_Hill-Singapore.html
462. Mitsuba Japanese Restaurant,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425405-Reviews-Mitsuba_Japanese_Restaurant-Singapore.html
463. Parkroyal hotel,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5997028-Reviews-Parkroyal_hotel-Singapore.html
464. Komala's Restaurant,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425184-Reviews-Komala_s_Restaurant-Singapore.html
465. Le Bistrot du Sommelier,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1116923-Reviews-Le_Bistrot_du_Sommelier-Singapore.html
466. Cook & Brew,"Bar, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6594372-Reviews-Cook_Brew-Singapore.html
467. Casa Tartufo,"Italian, Wine Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2000817-Reviews-Casa_Tartufo-Singapore.html
468. Don Quijote Spanish Restaurant,"European, Spanish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1436900-Reviews-Don_Quijote_Spanish_Restaurant-Singapore.html
469. Potato Head Singapore,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6765023-Reviews-Potato_Head_Singapore-Singapore.html
470. The Refinery Restaurant & Bar,"Asian, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7334319-Reviews-The_Refinery_Restaurant_Bar-Singapore.html
471. Original Sin,Mediterranean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d940363-Reviews-Original_Sin-Singapore.html
472. The Masons Table,"French, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15564207-Reviews-The_Masons_Table-Singapore.html
473. Pasta Fresca Da Salvatore,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d942059-Reviews-Pasta_Fresca_Da_Salvatore-Singapore.html
474. Atout,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13943573-Reviews-Atout-Singapore.html
475. Pince and Pints (Duxton),"Bar, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7125626-Reviews-Pince_and_Pints_Duxton-Singapore.html
476. D.O.P Mozzarella Bar & Restaurant,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10547692-Reviews-D_O_P_Mozzarella_Bar_Restaurant-Singapore.html
477. Komala Vilas Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425242-Reviews-Komala_Vilas_Restaurant-Singapore.html
478. Shangri-la's Rasa Sentosa Resort Restaurants,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5790449-Reviews-Shangri_la_s_Rasa_Sentosa_Resort_Restaurants-Singapore.html
479. Imperial Treasure Fine Teochew Cuisine,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1986222-Reviews-Imperial_Treasure_Fine_Teochew_Cuisine-Singapore.html
480. OverEasy Orchard,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8608693-Reviews-OverEasy_Orchard-Singapore.html
481. Astor Bar,$$$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3570312-Reviews-Astor_Bar-Singapore.html
482. Solo Ristorante,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15132908-Reviews-Solo_Ristorante-Singapore.html
483. Racines,"French, Chinese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13149375-Reviews-Racines-Singapore.html
484. Verre Modern Bistro & Wine Bar,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2395735-Reviews-Verre_Modern_Bistro_Wine_Bar-Singapore.html
485. Wanton,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8425101-Reviews-Wanton-Singapore.html
486. Super Dario Lasagne Cafe,"Italian, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7311488-Reviews-Super_Dario_Lasagne_Cafe-Singapore.html
487. Boon Tong Kee,"Singaporean, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424882-Reviews-Boon_Tong_Kee-Singapore.html
488. Food Capital,"International, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10529256-Reviews-Food_Capital-Singapore.html
489. Uya Singapore,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13396078-Reviews-Uya_Singapore-Singapore.html
490. Caffe Fernet,"Bar, Italian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13568220-Reviews-Caffe_Fernet-Singapore.html
491. JUMBO Seafood (Riverside Point),"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2637976-Reviews-JUMBO_Seafood_Riverside_Point-Singapore.html
492. The Fabulous Baker Boy,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3489505-Reviews-The_Fabulous_Baker_Boy-Singapore.html
493. Yan,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8825257-Reviews-Yan-Singapore.html
494. Newton Hawker Centre,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1208462-Reviews-Newton_Hawker_Centre-Singapore.html
495. Taratata Brasserie,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3179103-Reviews-Taratata_Brasserie-Singapore.html
496. Oriental Chinese Restaurant,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3569677-Reviews-Oriental_Chinese_Restaurant-Singapore.html
497. Capri Trattoria & Pizzeria,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2484294-Reviews-Capri_Trattoria_Pizzeria-Singapore.html
498. La Braceria Pizza & Grill,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1011357-Reviews-La_Braceria_Pizza_Grill-Singapore.html
499. Shake Farm HQ,"Cafe, Healthy",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15811770-Reviews-Shake_Farm_HQ-Singapore.html
500. 15 Stamford By Alvin Leung,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15813563-Reviews-15_Stamford_By_Alvin_Leung-Singapore.html
501. Shoukouwa,"Japanese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10081059-Reviews-Shoukouwa-Singapore.html
502. PeraMakan,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d817045-Reviews-PeraMakan-Singapore.html
503. Muthu's Curry - Suntec,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2178652-Reviews-Muthu_s_Curry_Suntec-Singapore.html
504. Red House Seafood Restaurant,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d804116-Reviews-Red_House_Seafood_Restaurant-Singapore.html
505. Jade Palace Seafood,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1436904-Reviews-Jade_Palace_Seafood-Singapore.html
506. Ruth's Chris Steak House,"American, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856535-Reviews-Ruth_s_Chris_Steak_House-Singapore.html
507. Rabbit Carrot Gun,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856447-Reviews-Rabbit_Carrot_Gun-Singapore.html
508. Indian Express,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3267319-Reviews-Indian_Express-Singapore.html
509. La Bonne Table,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15101713-Reviews-La_Bonne_Table-Singapore.html
510. Marche Movenpick Suntec City,"Swiss, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8726956-Reviews-Marche_Movenpick_Suntec_City-Singapore.html
511. Chijmes Lei Garden Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146777-Reviews-Chijmes_Lei_Garden_Restaurant-Singapore.html
512. Unyangkordai SG,"Thai, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14087689-Reviews-Unyangkordai_SG-Singapore.html
513. DON HO - Social Kitchen & Bar,Fusion,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12272675-Reviews-DON_HO_Social_Kitchen_Bar-Singapore.html
514. The Peranakan,Singaporean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10397365-Reviews-The_Peranakan-Singapore.html
515. Katanashi An,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8761158-Reviews-Katanashi_An-Singapore.html
516. Craft Pizza,"Italian, American",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d21308434-Reviews-Craft_Pizza-Singapore.html
517. Lime House Caribbean,"Caribbean, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4480940-Reviews-Lime_House_Caribbean-Singapore.html
518. The Chop House Vivo City,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5420618-Reviews-The_Chop_House_Vivo_City-Singapore.html
519. Haidilao Hot Pot,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11728888-Reviews-Haidilao_Hot_Pot-Singapore.html
520. Sushi Airways,"Japanese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4699683-Reviews-Sushi_Airways-Singapore.html
521. The Bark Cafe,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1105436-Reviews-The_Bark_Cafe-Singapore.html
522. Xi Yan Shaw,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7201391-Reviews-Xi_Yan_Shaw-Singapore.html
